departement,circonscription,communes
56,3,"Baud, Bieuzy, Bignan, Billio, Brandivy, Bréhan, Buléon, Colpo, Croixanvec, Crédin, Elven, Evellys, Grand-Champ, Gueltas, Guern, Guéhenno, Guénin, Kerfourn, La Chapelle-Neuve, La Vraie-Croix, Lantillac, Le Sourn, Locmaria-Grand-Champ, Locminé, Locqueltas, Melrand, Meucon, Monterblanc, Moréac, Moustoir-Ac, Noyal-Pontivy, Plaudren, Plescop, Pleugriffet, Plumelec, Plumelin, Pluméliau, Pontivy, Radenac, Rohan, Réguiny, Saint-Allouestre, Saint-Barthélemy, Saint-Gonnery, Saint-Gérand, Saint-Jean-Brévelay, Saint-Nolff, Saint-Thuriau, Sulniac, Treffléan et Trédion"
56,4,"Allaire, Augan, Beignon, Berric, Bohal, Brignac, Béganne, Caden, Camoël, Campénéac, Carentoir, Caro, Concoret, Cournon, Cruguel, Evriguet, Férel, Gourhel, Guer, Guillac, Guilliers, Guégon, Helléan, Josselin, La Croix-Helléan, La Gacilly, La Grée-Saint-Laurent, La Roche-Bernard, La Trinité-Porhoët, Lanouée, Larré, Lauzach, Le Cours, Les Forges, Les Fougerêts, Limerzel, Lizio, Loyat, Malansac, Malestroit, Marzan, Mauron, Missiriac, Mohon, Molac, Monteneuf, Monterrein, Montertelot, Ménéac, Nivillac, Néant-sur-Yvel, Peillac, Pleucadeuc, Ploërmel, Pluherlin, Porcaro, Péaule, Pénestin, Questembert, Rieux, Rochefort-en-Terre, Ruffiac, Réminiac, Saint-Abraham, Saint-Brieuc-de-Mauron, Saint-Congard, Saint-Dolay, Saint-Gorgon, Saint-Gravé, Saint-Guyomard, Saint-Jacut-les-Pins, Saint-Jean-la-Poterie, Saint-Laurent-sur-Oust, Saint-Léry, Saint-Malo-de-Beignon, Saint-Malo-des-Trois-Fontaines, Saint-Marcel, Saint-Martin-sur-Oust, Saint-Nicolas-du-Tertre, Saint-Perreux, Saint-Servant-sur-Oust, Saint-Vincent-sur-Oust, Sérent, Taupont, Théhillac, Tréal, Tréhorenteuc et Val d'Oust"
56,5,"Groix, Lanester, Larmor-Plage, Lorient et Ploemeur"
56,6,"Berné, Brandérion, Bubry, Calan, Caudan, Cléguer, Cléguérec, Gestel, Gourin, Guidel, Guiscriff, Guémené-sur-Scorff, Hennebont, Inguiniel, Inzinzac-Lochrist, Kergrist, Kernascléden, Langonnet, Langoëlan, Languidic, Lanvaudan, Lanvénégen, Le Croisty, Le Faouët, Le Saint, Lignol, Locmalo, Malguénac, Meslan, Neulliac, Persquen, Plouay, Plouray, Ploërdut, Pont-Scorff, Priziac, Quistinic, Quéven, Roudouallec, Saint-Aignan, Saint-Caradec-Trégomel, Saint-Tugdual, Sainte-Brigitte, Silfiac et Séglien"
57,1,"Amanvillers, Amnéville, Bronvaux, Fèves, Hagondange, Hauconcourt, La Maxe, Le Ban-Saint-Martin, Longeville-lès-Metz, Lorry-lès-Metz, Maizières-lès-Metz, Marange-Silvange, Metz (en partie), Montois-la-Montagne, Moulins-lès-Metz, Norroy-le-Veneur, Pierrevillers, Plappeville, Plesnois, Rombas, Roncourt, Saint-Privat-la-Montagne, Sainte-Marie-aux-Chênes, Saulny, Scy-Chazelles, Semécourt, Talange et Woippy"
57,2,"Ancy-Dornot, Arry, Ars-sur-Moselle, Augny, Buchy, Cheminot, Chesny, Châtel-Saint-Germain, Chérisey, Coin-lès-Cuvry, Coin-sur-Seille, Corny-sur-Moselle, Cuvry, Fleury, Foville, Féy, Goin, Gorze, Gravelotte, Jouy-aux-Arches, Jury, Jussy, Lessy, Liéhon, Lorry-Mardigny, Louvigny, Marieulles, Marly, Metz (en partie), Moncheux, Montigny-lès-Metz, Mécleuves, Novéant-sur-Moselle, Orny, Pagny-lès-Goin, Peltre, Pommérieux, Pontoy, Pouilly, Pournoy-la-Chétive, Pournoy-la-Grasse, Rezonville, Rozérieulles, Sailly-Achâtel, Saint-Jure, Sainte-Ruffine, Secourt, Sillegny, Silly-en-Saulnois, Solgne, Vaux, Verny, Vernéville, Vigny, Vionville et Vulmont"
57,3,"Ancerville, Antilly, Argancy, Ars-Laquenexy, Aube, Ay-sur-Moselle, Bazoncourt, Beux, Burtoncourt, Béchy, Chailly-lès-Ennery, Chanville, Charleville-sous-Bois, Charly-Oradour, Chieulles, Coincy, Colligny-Maizery, Courcelles-Chaussy, Courcelles-sur-Nied, Ennery, Failly, Flocourt, Flévy, Glatigny, Hayes, Laquenexy, Lemud, Les Etangs, Luppy, Maizeroy, Malroy, Marsilly, Metz (en partie), Mey, Noisseville, Nouilly, Ogy-Montoy-Flanville, Pange, Raville, Retonfey, Rémilly, Saint-Hubert, Saint-Julien-lès-Metz, Sainte-Barbe, Sanry-lès-Vigy, Sanry-sur-Nied, Servigny-lès-Raville, Servigny-lès-Sainte-Barbe, Silly-sur-Nied, Sorbey, Thimonville, Tragny, Trémery, Vantoux, Vany, Vigy, Villers-Stoncourt et Vry"
57,4,"Aboncourt-sur-Seille, Abreschviller, Achain, Ajoncourt, Alaincourt-la-Côte, Albestroff, Altrippe, Amelécourt, Arzviller, Aspach, Assenoncourt, Attilloncourt, Aulnois-sur-Seille, Avricourt, Azoudange, Bacourt, Barchain, Baronville, Bassing, Baudrecourt, Bellange, Belles-Forêts, Berling, Bermering, Berthelming, Bettborn, Bezange-la-Petite, Bickenholtz, Bidestroff, Biding, Bioncourt, Bistroff, Blanche-Eglise, Bourdonnay, Bourgaltroff, Bourscheid, Boustroff, Brouderdorff, Brouviller, Brulange, Bréhain, Buhl-Lorraine, Burlioncourt, Bébing, Bénestroff, Bérig-Vintrange, Chambrey, Chenois, Chicourt, Château-Bréhain, Château-Salins, Château-Voué, Conthil, Craincourt, Cutting, Dabo, Dalhain, Danne-et-Quatre-Vents, Dannelbourg, Delme, Desseling, Destry, Diane-Capelle, Dieuze, Diffembach-lès-Hellimer, Dolving, Domnom-lès-Dieuze, Donjeux, Donnelay, Eincheville, Erstroff, Fleisheim, Fonteny, Fossieux, Foulcrey, Francaltroff, Fraquelfing, Fresnes-en-Saulnois, Freybouse, Fribourg, Frémery, Frémestroff, Fénétrange, Garrebourg, Gelucourt, Gerbécourt, Givrycourt, Gondrexange, Gosselming, Grostenquin, Grémecey, Gréning, Guermange, Guessling-Hémering, Guinzeling, Guntzviller, Guébestroff, Guéblange-lès-Dieuze, Guébling, Haboudange, Hampont, Hangviller, Hannocourt, Haraucourt-sur-Seille, Harprich, Harreberg, Hartzviller, Haselbourg, Hattigny, Haut-Clocher, Hellering-lès-Fénétrange, Hellimer, Henridorff, Hermelange, Hertzing, Hesse, Hilbesheim, Hommarting, Hommert, Honskirch, Hultehouse, Héming, Hérange, Ibigny, Imling, Insming, Insviller, Jallaucourt, Juvelize, Juville, Kerprich-aux-Bois, Lafrimbolle, Lagarde, Landange, Landroff, Laneuveville-en-Saulnois, Laneuveville-lès-Lorquin, Langatte, Languimberg, Laning, Lelling, Lemoncourt, Lesse, Ley, Leyviller, Lezey, Lhor, Lidrezing, Lindre-Basse, Lindre-Haute, Liocourt, Lixheim, Lixing-lès-Saint-Avold, Lorquin, Lostroff, Loudrefing, Lubécourt, Lucy, Lutzelbourg, Léning, Maizières-lès-Vic, Malaucourt-sur-Seille, Manhoué, Marimont-lès-Bénestroff, Marsal, Marthille, Maxstadt, Metting, Mittelbronn, Mittersheim, Molring, Moncourt, Montdidier, Morhange, Morville-lès-Vic, Morville-sur-Nied, Moussey, Moyenvic, Mulcey, Munster, Métairies-Saint-Quirin, Neufmoulins, Neufvillage, Niderhoff, Niderviller, Niederstinzel, Nitting, Nébing, Oberstinzel, Obreck, Ommeray, Oriocourt, Oron, Petit-Tenquin, Pettoncourt, Phalsbourg, Plaine-de-Walsch, Postroff, Prévocourt, Puttigny, Puzieux, Pévange, Racrange, Rhodes, Riche, Richeval, Rodalbe, Romelfing, Rorbach-lès-Dieuze, Réchicourt-le-Château, Réding, Réning, Saint-Epvre, Saint-Georges, Saint-Jean-Kourtzerode, Saint-Jean-de-Bassel, Saint-Louis, Saint-Médard, Saint-Quirin, Salonnes, Sarraltroff, Sarrebourg, Schalbach, Schneckenbusch, Sotzeling, Suisse, Tarquimpol, Tincry, Torcheville, Troisfontaines, Turquestein-Blancrupt, Vahl-Ebersing, Vahl-lès-Bénestroff, Val-de-Bride, Vallerange, Vannecourt, Vasperviller, Vaxy, Veckersviller, Vergaville, Vescheim, Vibersviller, Vic-sur-Seille, Vieux-Lixheim, Viller, Villers-sur-Nied, Vilsberg, Virming, Vittersbourg, Viviers, Voyer, Walscheid, Waltembourg, Wintersbourg, Wuisse, Xanrey, Xocourt, Xouaxange, Zarbeling, Zilling et Zommange"
57,5,"Achen, Baerenthal, Bettviller, Bining, Bitche, Blies-Ebersing, Blies-Guersviller, Bliesbruck, Bousseviller, Breidenbach, Eguelshardt, Enchenberg, Epping, Erching, Ernestviller, Etting, Frauenberg, Goetzenbruck, Gros-Réderching, Grosbliederstroff, Grundviller, Guebenhouse, Hambach, Hanviller, Haspelschiedt, Hazembourg, Hilsprich, Holving, Hottviller, Hundling, Ippling, Kalhausen, Kappelkinger, Kirviller, Lambach, Le Val-de-Guéblange, Lemberg, Lengelsheim, Liederschiedt, Lixing-lès-Rouhling, Loupershouse, Loutzviller, Meisenthal, Montbronn, Mouterhouse, Nelling, Neufgrange, Nousseviller-lès-Bitche, Obergailbach, Ormersviller, Petit-Réderching, Philippsbourg, Puttelange-aux-Lacs, Rahling, Reyersviller, Richeling, Rimling, Rohrbach-lès-Bitche, Rolbing, Roppeviller, Rouhling, Rémelfing, Rémering-lès-Puttelange, Saint-Jean-Rohrbach, Saint-Louis-lès-Bitche, Sarralbe, Sarreguemines, Sarreinsming, Schmittviller, Schorbach, Schweyen, Siersthal, Soucht, Sturzelbronn, Volmunster, Waldhouse, Walschbronn, Wiesviller, Willerwald, Wittring, Woelfling-lès-Sarreguemines, Woustviller et Zetting"
57,6,"Alsting, Barst, Behren-lès-Forbach, Betting, Bousbach, Béning-lès-Saint-Avold, Cappel, Cocheren, Diebling, Etzling, Farschviller, Farébersviller, Folkling, Forbach, Freyming-Merlebach, Guenviller, Henriville, Hoste, Kerbach, Metzing, Morsbach, Nousseviller-Saint-Nabor, OEting, Petite-Rosselle, Rosbruck, Schoeneck, Seingbouse, Spicheren, Stiring-Wendel, Tenteling et Théding"
57,7,"Adaincourt, Adelange, Altviller, Alzing, Anzeling, Arraincourt, Arriance, Bambiderstroff, Bannay, Berviller-en-Moselle, Bettange, Bibiche, Bionville-sur-Nied, Bisten-en-Lorraine, Boucheporn, Boulay-Moselle, Bouzonville, Brettnach, Brouck, Carling, Château-Rouge, Chémery-les-Deux, Colmen, Condé-Northen, Coume, Creutzwald, Créhange, Dalem, Dalstein, Denting, Diesen, Ebersviller, Eblange, Elvange, Falck, Faulquemont, Filstroff, Flétrange, Folschviller, Fouligny, Freistroff, Gomelange, Guerstling, Guerting, Guinglange, Guinkirchen, Hallering, Ham-sous-Varsberg, Han-sur-Nied, Hargarten-aux-Mines, Haute-Vigneulles, Heining-lès-Bouzonville, Helstroff, Herny, Hestroff, Hinckange, Holacourt, Holling, Hombourg-Haut, Hémilly, L'Hôpital, Lachambre, Laudrefang, Longeville-lès-Saint-Avold, Macheren, Mainvillers, Many, Marange-Zondrange, Menskirch, Merten, Momerstroff, Mégange, Narbéfontaine, Neunkirchen-lès-Bouzonville, Niedervisse, Oberdorff, Obervisse, Ottonville, Piblange, Pontpierre, Porcelette, Roupeldange, Rémelfang, Rémering, Saint-Avold, Saint-François-Lacroix, Schwerdorff, Teting-sur-Nied, Thicourt, Thonville, Tritteling-Redlach, Tromborn, Téterchen, Vahl-lès-Faulquemont, Valmont, Valmunster, Varize-Vaudoncourt, Varsberg, Vatimont, Vaudreching, Velving, Villing, Vittoncourt, Voelfling-lès-Bouzonville, Voimhaut, Volmerange-lès-Boulay et Zimming"
57,8,"Algrange, Angevillers, Audun-le-Tiche, Aumetz, Boulange, Clouange, Fameck, Florange, Fontoy, Gandrange, Havange, Hayange, Knutange, Lommerange, Mondelange, Moyeuvre-Grande, Moyeuvre-Petite, Neufchef, Nilvange, Ottange, Ranguevaux, Richemont, Rochonvillers, Rosselange, Russange, Rédange, Serémange-Erzange, Terville, Tressange, Uckange et Vitry-sur-Orne"
57,9,"Aboncourt, Apach, Basse-Ham, Basse-Rentgen, Berg-sur-Moselle, Bertrange, Bettelainville, Beyren-lès-Sierck, Bousse, Boust, Breistroff-la-Grande, Buding, Budling, Cattenom, Contz-les-Bains, Distroff, Elzange, Entrange, Escherange, Evrange, Fixem, Flastroff, Gavisse, Grindorff-Bizing, Guénange, Hagen, Halstroff, Haute-Kontz, Hettange-Grande, Hombourg-Budange, Hunting, Illange, Inglange, Kanfen, Kemplich, Kerling-lès-Sierck, Kirsch-lès-Sierck, Kirschnaumen, Klang, Koenigsmacker, Kuntzig, Kédange-sur-Canner, Laumesfeld, Launstroff, Luttange, Malling, Manderen, Manom, Merschweiller, Metzeresche, Metzervisse, Mondorff, Monneren, Montenach, Oudrenne, Puttelange-lès-Thionville, Rettel, Ritzing, Rodemack, Roussy-le-Village, Rurange-lès-Thionville, Rustroff, Rémeling, Sierck-les-Bains, Stuckange, Thionville, Valmestroff, Veckring, Volmerange-les-Mines, Volstroff, Waldweistroff, Waldwisse, Yutz et Zoufftgen"
58,1,"Alligny-Cosne, Anlezy, Annay, Beaumont-Sardolles, Beaumont-la-Ferrière, Billy-Chevannes, Bulcy, Challuy, Champvoux, Chasnay, Chaulgnes, Chevenon, Cizely, Cosne-Cours-sur-Loire, Coulanges-lès-Nevers, Diennes-Aubigny, Fertrève, Fourchambault, Frasnay-Reugny, Garchizy, Garchy, Germigny-sur-Loire, Gimouille, Imphy, La Celle-sur-Loire, La Celle-sur-Nièvre, La Charité-sur-Loire, La Fermeté, La Marche, Limon, Magny-Cours, Marzy, Mesves-sur-Loire, Montigny-aux-Amognes, Murlin, Myennes, Nannay, Narcy, Neuvy-sur-Loire, Nevers, Parigny-les-Vaux, Pougny, Pougues-les-Eaux, Pouilly-sur-Loire, Raveau, Saincaize-Meauce, Saint-Andelain, Saint-Aubin-les-Forges, Saint-Benin-d'Azy, Saint-Eloi, Saint-Firmin, Saint-Jean-aux-Amognes, Saint-Laurent l'Abbaye, Saint-Loup, Saint-Martin-sur-Nohain, Saint-Père, Saint-Quentin-sur-Nohain, Saint-Sulpice, Sauvigny-les-Bois, Sermoise-sur-Loire, Suilly-la-Tour, Tracy-sur-Loire, Trois-Vèvres, Tronsanges, Varennes-lès-Narcy, Vielmanay et Ville-Langy"
58,2,"Achun, Alligny-en-Morvan, Alluy, Amazy, Anthien, Arbourse, Arleuf, Armes, Arquian, Arthel, Arzembouy, Asnan, Asnois, Aunay-en-Bazois, Authiou, Avril-sur-Loire, Avrée, Azy-le-Vif, Bazoches, Bazolles, Beaulieu, Beuvron, Biches, Billy-sur-Oisy, Bitry, Blismes, Bona, Bouhy, Brassy, Breugnon, Brinay, Brinon-sur-Beuvron, Brèves, Bussy-la-Pesle, Béard, Cercy-la-Tour, Cervon, Cessy-les-Bois, Chalaux, Challement, Champallement, Champlemy, Champlin, Champvert, Chantenay-Saint-Imbert, Charrin, Chaumard, Chaumot, Chazeuil, Chevannes-Changy, Chevroches, Chiddes, Chitry-les-Mines, Chougny, Château-Chinon(Campagne), Château-Chinon(Ville), Châteauneuf-Val-de-Bargis, Châtillon-en-Bazois, Châtin, Ciez, Clamecy, Colméry, Corancy, Corbigny, Corvol-d'Embernard, Corvol-l'Orgueilleux, Cossaye, Couloutre, Courcelles, Crux-la-Ville, Cuncy-lès-Varzy, Dampierre-sous-Bouhy, Decize, Devay, Dirol, Dommartin, Dompierre-sur-Nièvre, Donzy, Dornecy, Dornes, Druy-Parigny, Dun-les-Places, Dun-sur-Grandry, Empury, Entrains-sur-Nohain, Epiry, Fleury-sur-Loire, Flez-Cuzy, Fléty, Fours, Fâchin, Germenay, Gien-sur-Cure, Giry, Glux-en-Glenne, Gouloux, Grenois, Guipy, Guérigny, Gâcogne, Héry, Isenay, Jailly, La Chapelle-Saint-André, La Collancelle, La Machine, La Maison-Dieu, La Nocle-Maulaix, Lamenay-sur-Loire, Langeron, Lanty, Larochemillay, Lavault-de-Frétoy, Limanton, Livry, Lormes, Lucenay-lès-Aix, Lurcy-le-Bourg, Luthenay-Uxeloup, Luzy, Lys, Magny-Lormes, Marcy, Marigny-l'Eglise, Marigny-sur-Yonne, Mars-sur-Allier, Maux, Menestreau, Menou, Metz-le-Comte, Mhère, Millay, Moissy-Moulinot, Monceaux-le-Comte, Mont-et-Marré, Montambert, Montapas, Montaron, Montenoison, Montigny-en-Morvan, Montigny-sur-Canne, Montreuillon, Montsauche-les-Settons, Moraches, Moulins-Engilbert, Mouron-sur-Yonne, Moussy, Moux-en-Morvan, Neuffontaines, Neuilly, Neuville-lès-Decize, Nolay, Nuars, Oisy, Onlay, Ouagne, Oudan, Ougny, Oulon, Ouroux-en-Morvan, Parigny-la-Rose, Pazy, Perroy, Planchez, Poil, Poiseux, Pouques-Lormes, Pousseaux, Prémery, Préporché, Rix, Rouy, Ruages, Rémilly, Saint-Agnan, Saint-Amand-en-Puisaye, Saint-André-en-Morvan, Saint-Aubin-des-Chaumes, Saint-Benin-des-Bois, Saint-Bonnot, Saint-Brisson, Saint-Didier, Saint-Franchy, Saint-Germain-Chassenay, Saint-Germain-des-Bois, Saint-Gratien-Savigny, Saint-Hilaire-Fontaine, Saint-Hilaire-en-Morvan, Saint-Honoré-les-Bains, Saint-Léger-de-Fougeret, Saint-Léger-des-Vignes, Saint-Malo-en-Donziois, Saint-Martin-d'Heuille, Saint-Martin-du-Puy, Saint-Maurice, Saint-Ouen-sur-Loire, Saint-Parize-en-Viry, Saint-Parize-le-Châtel, Saint-Pierre-du-Mont, Saint-Pierre-le-Moûtier, Saint-Péreuse, Saint-Révérien, Saint-Saulge, Saint-Seine, Saint-Vérain, Sainte-Colombe-des-Bois, Sainte-Marie, Saizy, Sardy-lès-Epiry, Savigny-Poil-Fol, Saxi-Bourdon, Sermages, Sichamps, Sougy-sur-Loire, Surgy, Sémelay, Taconnay, Talon, Tamnay-en-Bazois, Tannay, Tazilly, Teigny, Ternant, Thaix, Thianges, Tintury, Toury-Lurcy, Toury-sur-Jour, Tresnay, Trucy-l'Orgueilleux, Urzy, Vandenesse, Varennes-Vauzelles, Varzy, Vauclaix, Vaux d'Amognes, Verneuil, Vignol, Villapourçon, Villiers-le-Sec, Villiers-sur-Yonne et Vitry-Laché"
59,1,"Faches-Thumesnil, Lille (en partie) et Loos"
59,2,"Lezennes, Lille (en partie), Mons-en-Baroeul, Ronchin et Villeneuve-d'Ascq"
59,3,"Aibes, Amfroipret, Anor, Assevent, Audignies, Avesnes-sur-Helpe (en partie), Baives, Bas-Lieu, Bavay, Beaurieux, Bellignies, Bermeries, Bersillies, Bettignies, Bettrechies, Beugnies, Bousignies-sur-Roc, Boussois, Bérelles, Cerfontaine, Choisies, Clairfayts, Colleret, Cousolre, Damousies, Dimechaux, Dimont, Dompierre-sur-Helpe, Dourlers, Eccles, Elesmes, Eppe-Sauvage, Feignies, Felleries, Ferrière-la-Grande, Ferrière-la-Petite, Flaumont-Waudrechies, Floursies, Fourmies, Féron, Glageon, Gognies-Chaussée, Gussignies, Hestrud, Hon-Hergies, Houdain-lez-Bavay, Jeumont, La Flamengrie, La Longueville, Lez-Fontaine, Liessies, Louvroil, Mairieux, Marpent, Maubeuge, Mecquignies, Moustier-en-Fagne, Obies, Obrechies, Ohain, Quiévelon, Ramousies, Recquignies, Rousies, Saint-Aubin, Saint-Hilaire-sur-Helpe, Saint-Waast, Sars-Poteries, Semousies, Solre-le-Château, Solrinnes, Sémeries, Taisnières-en-Thiérache, Taisnières-sur-Hon, Trélon, Vieux-Reng, Villers-Sire-Nicole, Wallers-en-Fagne, Wattignies-la-Victoire, Wignehies et Willies"
59,4,"Comines, Deûlémont, La Madeleine, Lambersart, Lille (en partie), Lompret, Marquette-lez-Lille, Pérenchies, Quesnoy-sur-Deûle, Saint-André-lez-Lille, Verlinghem, Wambrechies, Warneton et Wervicq-Sud"
59,5,"Allennes-les-Marais, Annoeullin, Aubers, Bauvin, Camphin-en-Carembault, Carnin, Chemy, Don, Emmerin, Fournes-en-Weppes, Fromelles, Gondecourt, Hantay, Haubourdin, Herlies, Herrin, Houplin-Ancoisne, Illies, La Bassée, Lesquin, Marquillies, Noyelles-lès-Seclin, Provin, Sainghin-en-Weppes, Salomé, Santes, Seclin, Templemars, Vendeville, Wattignies, Wavrin et Wicres"
59,6,"Aix, Anstaing, Attiches, Auchy-lez-Orchies, Avelin, Bachy, Baisieux, Bersée, Beuvry-la-Forêt, Bourghelles, Bouvines, Camphin-en-Pévèle, Cappelle-en-Pévèle, Chéreng, Cobrieux, Coutiches, Cysoing, Ennevelin, Faumont, Forest-sur-Marque, Fretin, Genech, Gruson, La Neuville, Landas, Louvil, Moncheaux, Mons-en-Pévèle, Mouchin, Mérignies, Nomain, Orchies, Ostricourt, Phalempin, Pont-à-Marcq, Péronne-en-Mélantois, Sailly-lez-Lannoy, Sainghin-en-Mélantois, Saméon, Templeuve-en-Pévèle, Thumeries, Tourmignies, Tressin, Wahagnies, Wannehain et Willems"
59,7,"Croix, Hem, Lannoy, Leers, Lys-lez-Lannoy, Roubaix (en partie), Toufflers et Wasquehal"
59,8,Roubaix (en partie) et Wattrelos
59,9,"Bondues, Lille (en partie), Marcq-en-Baroeul, Mouvaux et Tourcoing (en partie)"
59,10,"Bousbecque, Halluin, Linselles, Neuville-en-Ferrain, Roncq et Tourcoing (en partie)"
59,11,"Armentières, Beaucamps-Ligny, Bois-Grenier, Capinghem, Englos, Ennetières-en-Weppes, Erquinghem-Lys, Erquinghem-le-Sec, Escobecques, Frelinghien, Hallennes-lez-Haubourdin, Houplines, La Chapelle-d'Armentières, Le Maisnil, Lille (en partie), Prémesques, Radinghem-en-Weppes et Sequedin"
59,12,"Aulnoye-Aymeries, Avesnelles, Avesnes-les-Aubert, Avesnes-sur-Helpe (en partie), Bachant, Beaudignies, Beaufort, Beaurain, Beaurepaire-sur-Sambre, Beauvois-en-Cambrésis, Berlaimont, Bermerain, Boulogne-sur-Helpe, Bousies, Boussières-en-Cambrésis, Boussières-sur-Sambre, Briastre, Bry, Béthencourt, Bévillers, Capelle, Carnières, Cartignies, Cattenières, Croix-Caluyau, Eclaibes, Ecuélin, Englefontaine, Escarmain, Estourmel, Eth, Etroeungt, Floyon, Fontaine-au-Bois, Fontaine-au-Pire, Forest-en-Cambrésis, Frasnoy, Ghissignies, Gommegnies, Grand-Fayt, Hargnies, Haussy, Haut-Lieu, Hautmont, Hecq, Jenlain, Jolimetz, Landrecies, Larouillies, Le Favril, Le Quesnoy, Leval, Limont-Fontaine, Locquignol, Louvignies-Quesnoy, Marbaix, Maresches, Maroilles, Monceau-Saint-Waast, Montrécourt, Neuf-Mesnil, Neuville-en-Avesnois, Noyelles-sur-Sambre, Orsinval, Petit-Fayt, Poix-du-Nord, Pont-sur-Sambre, Potelle, Preux-au-Bois, Preux-au-Sart, Prisches, Quiévy, Rainsars, Raucourt-au-Bois, Rieux-en-Cambrésis, Robersart, Romeries, Ruesnes, Sains-du-Nord, Saint-Aubert, Saint-Hilaire-lez-Cambrai, Saint-Martin-sur-Ecaillon, Saint-Python, Saint-Remy-Chaussée, Saint-Remy-du-Nord, Saint-Vaast-en-Cambrésis, Salesches, Sassegnies, Saulzoir, Sepmeries, Solesmes, Sommaing, Vendegies-au-Bois, Vendegies-sur-Ecaillon, Vertain, Viesly, Vieux-Mesnil, Villereau, Villers-Pol, Villers-en-Cauchies, Wambaix, Wargnies-le-Grand et Wargnies-le-Petit"
59,13,"Cappelle-la-Grande, Coudekerque-Branche, Dunkerque (en partie), Grande-Synthe et Téteghem-Coudekerque-Village (en partie)"
59,14,"Armbouts-Cappel, Bambecque, Bergues, Bierne, Bissezeele, Bollezeele, Bourbourg, Bray-Dunes, Brouckerque, Broxeele, Cappelle-Brouck, Craywick, Crochte, Drincham, Dunkerque (en partie), Eringhem, Esquelbecq, Ghyvelde, Grand-Fort-Philippe, Gravelines, Herzeele, Holque, Hondschoote, Hoymille, Killem, Lederzeele, Ledringhem, Leffrinckoucke, Looberghe, Loon-Plage, Merckeghem, Millam, Nieurlet, Oost-Cappel, Pitgam, Quaëdypre, Rexpoëde, Saint-Georges-sur-l'Aa, Saint-Momelin, Saint-Pierre-Brouck, Socx, Spycker, Steene, Téteghem-Coudekerque-Village (en partie), Uxem, Volckerinckhove, Warhem, Watten, West-Cappel, Wormhout, Wulverdinghe, Wylder, Zegerscappel et Zuydcoote"
59,15,"Arnèke, Bailleul, Bavinchove, Berthen, Blaringhem, Boeschepe, Borre, Boëseghem, Buysscheure, Cassel, Caëstre, Ebblinghem, Eecke, Estaires, Flêtre, Godewaersvelde, Hardifort, Haverskerque, Hazebrouck, Hondeghem, Houtkerque, La Gorgue, Le Doulieu, Lynde, Merris, Merville, Morbecque, Méteren, Neuf-Berquin, Nieppe, Noordpeene, Ochtezeele, Oudezeele, Oxelaëre, Pradelles, Renescure, Rubrouck, Saint-Jans-Cappel, Saint-Sylvestre-Cappel, Sainte-Marie-Cappel, Sercus, Staple, Steenbecque, Steenvoorde, Steenwerck, Strazeele, Terdeghem, Thiennes, Vieux-Berquin, Wallon-Cappel, Wemaers-Cappel, Winnezeele, Zermezeele et Zuytpeene"
59,16,"Anhiers, Aniche, Auberchicourt, Bouvignies, Bruille-lez-Marchiennes, Dechy, Ecaillon, Erre, Fenain, Flines-lez-Raches, Guesnain, Hornaing, Lallaing, Lewarde, Loffre, Marchiennes, Masny, Montigny-en-Ostrevent, Pecquencourt, Rieulay, Sin-le-Noble, Somain, Tilloy-lez-Marchiennes, Vred, Wandignies-Hamage, Warlaing et Waziers"
